 24.632371, 93.764667,MANIPUR,BISHNUPUR,54.5,50,112.4,108.1,159.3,435.6,310.4,368.9,219.4,237,56.9,15,2127.5,104.5,379.8,1334.3,308.9
 23.640657, 86.162947,JHARKHAND,BOKARO,11.8,13.7,18.3,19,38.2,188.6,308.1,300.8,250.7,77.9,14,6.4,1247.5,25.5,75.5,1048.2,98.3
 26.502443, 90.564968,ASSAM,BONGAIGAON,10,31.2,57.5,183.4,442,626.3,776.6,486.8,406.4,168.2,18.7,11.6,3218.7,41.2,682.9,2296.1,198.5
 25.442985, 75.643423,RAJASTHAN,BUNDI,5.6,3.3,3.3,2.3,6.6,62.2,256.6,235.8,101.3,16.7,8.3,3.6,705.6,8.9,12.2,655.9,28.6
 21.33186, 76.20459,MADHYA PRADESH,BURHANPUR,4.2,2.9,6.7,2.1,16.2,158.9,223.9,251.8,149.6,45.7,16.2,10.9,889.1,7.1,25,784.2,72.8
 25.571102, 83.98059,BIHAR,BUXAR,14.1,6.7,6.8,3.7,17.6,110.9,287.1,263,200.2,53.7,6.8,4.8,975.4,20.8,28.1,861.2,65.3
 24.820025, 92.795038,ASSAM,CACHAR,13.3,50.2,168.3,262.5,386.4,532.1,526.2,470.8,360.8,182.4,34.8,11.4,2999.2,63.5,817.2,1889.9,228.6
 32.558843, 76.126097,HIMACHAL,CHAMBA,126.2,112.8,120.3,51.2,53.4,132.4,567.3,479.2,227.5,48.7,21.9,56.2,1997.1,239,224.9,1406.4,126.8
 30.401381, 79.331112,UTTARANCHAL,CHAMOLI,57.5,77.7,81.9,42.9,69.4,108.7,289.6,329.2,131.8,43.5,10.2,24.6,1267,135.2,194.2,859.3,78.3
 29.333337, 80.103959,UTTARANCHAL,CHAMPAWAT,43.5,39.3,33.7,26.9,52.5,213.1,465.9,406.3,234.4,77.4,8.2,22.7,1623.9,82.8,113.1,1319.7,108.3
 23.489023, 93.345186,MIZORAM,CHAMPHAI,13.4,21.8,83,122.7,261.5,350.5,369.3,336.6,296.1,226.7,64.5,22.5,2168.6,35.2,467.2,1352.5,313.7
 25.258531, 83.270958,UTTAR PRADESH,CHANDAULI,18.5,12.1,11.6,5.3,10.3,79,302.3,283.8,181,31.8,10.2,3.7,949.6,30.6,27.2,846.1,45.7
 24.320947, 93.989857,MANIPUR,CHANDEL,8.5,27.9,36.3,77.9,179,609.9,540.3,490.9,366,254.9,48.3,7.6,2647.5,36.4,293.2,2007.1,310.8
 30.731928, 76.785486,CHANDIGARH,CHANDIGARH,44.3,38.9,33.2,14.8,30.1,120,282.4,287.5,154.3,31.8,9.9,23.4,1070.6,83.2,78.1,844.2,65.1
 19.951685, 79.295823,MAHARASHTRA,CHANDRAPUR,11.4,8.9,14.6,10.8,11.6,180.6,374,374.1,203.1,65.1,9.9,7.9,1272,20.3,37,1131.8,82.9
 27.087745, 95.731123,ARUNACHAL PRADESH,CHANGLANG,70.3,170.9,367.9,554.4,334.2,526.2,460.8,291.5,353.6,275,64.9,74.2,3543.9,241.2,1256.5,1632.1,414.1
